,event_id,member_id,group_id
783,dkwpqyvlbtb,7340356,1037384
784,dkwpqyvlblb,7340356,1037384
785,dkwpqyvlbcb,7340356,1037384
786,dkwpqyvkbhc,7340356,1037384
787,dkwpqyvkbxb,7340356,1037384
788,dkwpqyvkbpb,7340356,1037384
789,dkwpqyvjbkc,7340356,1037384
790,dkwpqyvjbbc,7340356,1037384
791,dkwpqyvjbrb,7340356,1037384
792,dkwpqyvjbjb,7340356,1037384
793,dkwpqyvhbnc,7340356,1037384
794,dkwpqyvhbfc,7340356,1037384
795,dkwpqyvhbvb,7340356,1037384
796,dkwpqyvhbmb,7340356,1037384
797,dkwpqyvhbdb,7340356,1037384
798,dkwpqyvgbhc,7340356,1037384
799,dkwpqyvgbxb,7340356,1037384
800,dkwpqyvgbpb,7340356,1037384
801,dkwpqyvgbgb,7340356,1037384
802,dkwpqyvfblc,7340356,1037384
803,dkwpqyvfbcc,7340356,1037384
804,dkwpqyvfbsb,7340356,1037384
805,dkwpqyvfbkb,7340356,1037384
806,dkwpqyvdbmc,7340356,1037384
807,dkwpqyvdbdc,7340356,1037384
808,dkwpqyvdbtb,7340356,1037384
809,dkwpqyvdblb,7340356,1037384
810,dkwpqyvdbcb,7340356,1037384
811,dkwpqyvcbhc,7340356,1037384
812,dkwpqyvcbxb,7340356,1037384
813,dkwpqyvcbpb,7340356,1037384
814,dkwpqyvcbgb,7340356,1037384
815,dkwpqytqblc,7340356,1037384
816,dkwpqytqbcc,7340356,1037384
817,dkwpqytqbsb,7340356,1037384
818,dkwpqytqbkb,7340356,1037384
819,dkwpqytpbnc,7340356,1037384
820,dkwpqytpbfc,7340356,1037384
821,dkwpqytpbvb,7340356,1037384
822,dkwpqytpbmb,7340356,1037384
823,dkwpqytpbdb,7340356,1037384
824,243590962,7898365,25357512
825,243590962,60708922,25357512
826,243590962,10743245,25357512
827,242692606,60708922,25357512
828,242692606,10743245,25357512
829,242340764,60708922,25357512
830,242340764,10743245,25357512
831,242033375,10119159,1743773
832,242568670,10119159,1743773
833,240998999,10119159,1743773
834,240238515,10119159,1743773
835,239438161,10119159,1743773
836,237988160,10119159,1743773
837,237986816,10119159,1743773
838,237275198,10119159,1743773
839,236800395,10119159,1743773
840,236797598,10119159,1743773
841,230178733,10119159,1743773
842,220866838,10119159,1743773
843,qrzvjgyvnbkc,135318882,8796112
844,qrzvjgyvhbjc,12480841,8796112
845,qrzvjgyvdbhc,9961811,8796112
846,qrzvjgyvdbhc,135318882,8796112
847,244125835,12221290,26232242
848,244155812,238822553,26091301
849,244155812,236352728,26091301
850,244155812,232528811,26091301
851,244155812,215952752,26091301
852,244155812,11652625,26091301
853,244155812,68233302,26091301
854,244155812,27063842,26091301
855,243779350,199499388,26091301
856,243779350,156444832,26091301
857,243779350,236352728,26091301
858,243779350,232528811,26091301
859,243779350,215952752,26091301
860,243779350,207952764,26091301
861,243779350,11652625,26091301
