group1,group2,weight
11077852,1349592,1
11077852,1622500,1
11077852,22197221,3
11077852,1642477,2
11077852,19828207,1
11077852,19094001,1
11077852,10016242,2
11077852,16548342,1
11077852,47094,1
11077852,18256892,1
11077852,18414590,1
11077852,19654655,1
21747934,19262745,1
21747934,22643488,1
21747934,23053409,3
21747934,22422502,1
21747934,1505523,1
21747934,22130047,1
11184352,1358081,1
11184352,16954142,1
11184352,18850080,1
11184352,25521445,2
11184352,1274150,1
11184352,11294262,1
11184352,18677333,1
11184352,19266390,1
11184352,18506072,1
11184352,16477792,1
11184352,5618532,1
11184352,19827046,1
11184352,7130232,2
11184352,929402,1
11184352,23398017,1
11184352,1776274,2
11184352,11862932,1
11184352,252576,1
11184352,26090658,1
11184352,21837219,1
11184352,23594916,8
11184352,18801828,1
11184352,3376042,1
11184352,20583850,1
11184352,6707902,1
11184352,9376702,1
11184352,10178242,1
11184352,14649032,1
11184352,16062152,1
11184352,14546632,1
11184352,1498076,1
11184352,10016242,2
11184352,18243826,1
21174496,2520612,5
21174496,8548902,1
21174496,18955830,24
21174496,11294262,1
21174496,20181560,7
21174496,339011,5
21174496,1772099,1
21174496,19964997,3
21174496,6190702,3
21174496,24743042,1
21174496,541319,2
21174496,1492619,2
21174496,1776274,2
21174496,19713173,22
21174496,19847832,1
21174496,17487002,1
21174496,252576,2
21174496,20186791,2
21174496,19828398,1
21174496,4705492,6
21174496,18629337,1
21174496,18361585,1
21174496,18243826,1
21174496,6629622,1
21174496,23456513,1
21174496,1358081,1
21174496,18562307,11
21174496,12847372,1
21174496,19728145,8
21174496,19416348,1
21174496,18425641,1
21174496,7700282,1
21174496,22585660,4
21174496,1078077,1
21174496,20757821,1
21174496,19011903,1
21174496,14380872,1
21174496,1431882,1
21174496,24584525,5
21174496,5282132,2
21174496,19266390,2
21174496,1371991,2
21174496,18506072,26
21174496,18286946,1
21174496,20129636,1
21174496,19934054,1
21174496,1763190,1
21174496,1187715,6
21174496,10426762,1
21174496,25648018,2
21174496,19249559,2
21174496,20421535,1
21174496,20583850,1
21174496,20336043,8
21174496,23723436,1
21174496,18314669,1
21174496,9376702,1
21174496,16067522,8
21174496,13635532,1
21174496,1349592,1
21174496,20836828,1
21174496,22197221,7
21174496,20807142,6
21174496,526316,6
21174496,1642477,1
21174496,19828207,1
21174496,18414590,1
8771812,535553,2
8771812,19194894,1
8771812,1728035,2
8771812,16321082,1
8771812,16607822,2
8771812,13560402,8
8771812,16477792,25
8771812,6190702,1
8771812,7130232,2
8771812,24906881,1
8771812,23398017,1
8771812,541319,1
8771812,1776274,2
8771812,7138452,2
8771812,18494105,7
8771812,7836842,3
8771812,6707902,9
8771812,10178242,4
8771812,14546632,2
8771812,14649032,2
8771812,16062152,1
8771812,18361585,3
8771812,15297782,2
8771812,1358081,2
8771812,18456837,1
8771812,18850080,1
8771812,1169709,1
8771812,19997487,2
8771812,1360698,1
8771812,1354051,1
8771812,7151442,8
8771812,20135762,1
8771812,5282132,1
8771812,18779992,2
8771812,18506072,2
8771812,5618532,3
8771812,11625832,7
8771812,3173762,1
8771812,16487812,7
8771812,1581956,1
8771812,11862932,2
8771812,10016162,9
8771812,21837219,8
8771812,19218850,2
8771812,17467312,7
8771812,18589616,3
8771812,405938,1
8771812,18314164,6
8771812,9376702,2
8771812,22985677,1
8771812,18616278,5
8771812,17872862,9
8771812,14557662,1
8771812,204767,1
8771812,526316,1
8771812,10016242,6
8771812,19654655,3
22132964,1492619,1
22132964,16536012,1
22132964,4705492,2
22132964,19443174,1
22132964,20336043,1
22132964,18414590,1
22132964,23394559,1
19198182,21755271,1
19198182,1751502,1
19198182,17487002,1
19198182,204767,1
19198182,1728035,2
19198182,1622500,1
19198182,6190702,1
25495782,6335372,1
18266348,6190702,1
18634990,12588802,1
18634990,1187715,1
18634990,18672773,1
18634990,14396812,1
18634990,6335372,1
18634990,6230672,1
18634990,19728145,1
18634990,18665368,1
18634990,18955830,2
18634990,1360698,1
18634990,1371991,1
18634990,1349592,2
18634990,19443174,1
18634990,11625832,1
18634990,1505523,1
18634990,929402,1
22808815,2305281,1
22808815,18672773,1
22808815,14396812,1
22808815,19728145,1
22808815,1274150,2
22808815,20186791,1
22808815,1324203,1
22808815,23112117,1
22808815,8540732,1
22808815,1578685,1
22808815,1772099,1
22808815,1354051,1
22808815,5282132,1
22808815,20348898,1
22808815,22197221,1
22808815,1805550,1
22808815,18529135,1
22808815,15552112,1
22808815,15297782,1
18243826,2556962,2
18243826,20583464,1
18243826,22023226,1
18243826,339011,15
18243826,19049542,5
18243826,18658376,1
18243826,1457232,1
18243826,18672773,1
18243826,19713173,7
18243826,19852452,1
18243826,18801828,2
18243826,1324203,1
18243826,19680459,1
18243826,4705492,1
18243826,22920407,1
18243826,18361585,1
18243826,1505523,3
18243826,22193397,1
18243826,6629622,7
18243826,25481468,1
18243826,23394559,1
18243826,1358081,2
18243826,6928642,3
18243826,981249,1
18243826,22422793,1
18243826,12847372,4
18243826,19262745,1
18243826,25521445,1
18243826,1274150,1
18243826,1169709,1
18243826,528705,1
18243826,1431882,1
18243826,20806988,1
18243826,5282132,2
18243826,18506072,1
18243826,20377949,2
18243826,19827046,2
18243826,24553853,1
18243826,1786237,3
18243826,21755271,1
18243826,10426762,1
18243826,14396812,1
18243826,22485402,1
18243826,20336043,2
18243826,18953664,2
18243826,18977219,1
18243826,16536012,1
18243826,1751502,4
18243826,20836828,1
18243826,1622500,3
18243826,25327081,1
18243826,19828207,1
18243826,19094001,1
18243826,1102353,1
18243826,23816722,1
18243826,788001,1
18243826,6641192,1
18243826,18955830,13
18243826,20181560,2
18243826,10000962,1
18243826,1772099,4
18243826,6190702,12
18243826,15552112,1
18243826,1741429,1
18243826,929402,2
18243826,710272,1
18243826,18549379,1
18243826,541319,3
18243826,1492619,1
18243826,6230672,2
18243826,15770262,2
18243826,19847832,1
18243826,252576,2
18243826,11131552,1
18243826,19687074,2
18243826,20186791,3
18243826,18849449,1
18243826,18549438,2
18243826,20384452,1
18243826,25681644,1
18243826,2496252,1
18243826,21715712,3
18243826,18495240,2
18243826,19728145,91
18243826,26091301,1
18243826,18471729,1
18243826,7700282,1
18243826,8908602,2
18243826,1078077,2
18243826,18996036,1
18243826,19266390,1
18243826,1371991,16
18243826,20129636,1
18243826,19934054,1
18243826,1187715,16
18243826,24803205,5
18243826,6335372,1
18243826,23674770,1
18243826,22730657,1
18243826,23594916,1
18243826,18476981,2
18243826,6284242,1
18243826,1349592,3
18243826,1576921,3
18243826,20348898,1
18243826,22197221,5
18243826,22422502,1
18243826,526316,2
18243826,1642477,6
18243826,24693747,1
18243826,18256892,1
18243826,18414590,1
1505523,981249,1
1505523,19728145,5
1505523,25903892,1
1505523,22643488,1
1505523,1169709,1
1505523,18955830,3
1505523,4063542,1
1505523,20181560,1
1505523,1078077,1
1505523,339011,2
1505523,19049542,1
1505523,1371991,5
1505523,18506072,1
1505523,23053409,1
1505523,20822884,1
1505523,6190702,2
1505523,1786237,2
1505523,1187715,4
1505523,24803205,1
1505523,1776274,1
1505523,23674770,1
1505523,19713173,1
1505523,15770262,1
1505523,18314669,1
1505523,1405630,1
1505523,25357512,1
1505523,6284242,1
1505523,7699922,1
1505523,1349592,1
1505523,1576921,2
1505523,18882523,1
1505523,18573279,1
1505523,22197221,1
1505523,19443174,1
1505523,25681644,1
1505523,1642477,7
1505523,18602480,1
1505523,24693747,1
1505523,16548342,1
1505523,2496252,1
1505523,19654655,1
6629622,18562307,1
6629622,12847372,2
6629622,19728145,8
6629622,1728035,1
6629622,25641512,2
6629622,18955830,2
6629622,7700282,1
6629622,528705,1
6629622,339011,5
6629622,19049542,1
6629622,5282132,1
6629622,1371991,2
6629622,18506072,1
6629622,20377949,1
6629622,19934054,1
6629622,1763190,1
6629622,1187715,3
6629622,18549379,1
6629622,541319,1
6629622,10426762,1
6629622,19713173,3
6629622,19847832,1
6629622,18923420,1
6629622,20186791,1
6629622,20336043,2
6629622,18589616,1
6629622,20384452,1
6629622,1751502,1
6629622,18944977,1
6629622,4705492,2
6629622,1576921,1
6629622,20836828,1
6629622,22197221,2
6629622,19443174,1
6629622,18361585,1
6629622,18414590,2
6629622,23394559,1
25481468,6928642,1
25481468,22197221,1
25481468,19728145,1
25481468,929402,1
23394559,12847372,1
23394559,1751502,1
23394559,4705492,1
23394559,1371991,1
23394559,1349592,1
23394559,19443174,1
23394559,20336043,1
23394559,18414590,1
1358081,19194894,2
1358081,2556962,1
1358081,1728035,8
1358081,11294262,2
1358081,18955830,2
1358081,22023226,2
1358081,10000962,1
1358081,339011,1
1358081,19964997,3
1358081,13560402,2
1358081,21957723,2
1358081,6190702,1
1358081,1741429,2
1358081,1292918,1
1358081,7130232,1
1358081,929402,1
1358081,24906881,1
1358081,23398017,1
1358081,19033734,1
1358081,541319,1
1358081,1492619,6
1358081,1776274,22
1358081,7138452,1
1358081,18494105,7
1358081,252576,2
1358081,18801828,5
1358081,20041384,1
1358081,7836842,4
1358081,1324203,2
1358081,19828398,1
1358081,1307837,1
1358081,18549438,1
1358081,6707902,1
1358081,21989057,2
1358081,10178242,2
1358081,16062152,1
1358081,14546632,1
1358081,14649032,1
1358081,4705492,8
1358081,18361585,1
1358081,15297782,5
1358081,18556157,1
1358081,21715712,1
1358081,18562307,2
1358081,18456837,1
1358081,19728145,1
1358081,1787157,1
1358081,19416348,3
1358081,16954142,2
1358081,1433893,2
1358081,1274150,1
1358081,25521445,1
1358081,18425641,1
1358081,19997487,1
1358081,18471729,4
1358081,8908602,1
1358081,7700282,1
1358081,19108156,3
1358081,1078077,1
1358081,528705,2
1358081,1354051,1
1358081,18996036,2
1358081,11626822,2
1358081,4268372,1
1358081,19266390,5
1358081,22021463,6
1358081,1371991,1
1358081,18506072,1
1358081,18286946,1
1358081,255854,1
1358081,18529135,1
1358081,1763190,1
1358081,1187715,2
1358081,16487812,2
1358081,10426762,2
1358081,6335372,1
1358081,19822479,3
1358081,13288852,1
1358081,1743773,1
1358081,19218850,1
1358081,21837219,1
1358081,10016162,1
1358081,23594916,1
1358081,3376042,3
1358081,23723436,2
1358081,18314669,1
1358081,711599,2
1358081,18589616,1
1358081,18314164,1
1358081,9376702,1
1358081,16067522,2
1358081,1751502,1
1358081,18616278,3
1358081,1349592,1
1358081,1498076,1
1358081,204767,5
1358081,18573279,1
1358081,1622500,1
1358081,22197221,1
1358081,19094001,3
1358081,10016242,3
1358081,19908083,1
1358081,16548342,1
1358081,18256892,3
6928642,18456837,2
6928642,18495240,1
6928642,12847372,1
6928642,998413,1
6928642,19728145,2
6928642,1102353,3
6928642,19262745,1
6928642,20583464,1
6928642,22023226,1
6928642,18592827,1
6928642,1078077,1
6928642,339011,2
6928642,1665349,1
6928642,1457232,1
6928642,5282132,1
6928642,1371991,3
6928642,20129636,1
6928642,19827046,1
6928642,6190702,1
6928642,15552112,1
6928642,18468466,1
6928642,1741429,1
6928642,929402,7
6928642,1473660,1
6928642,18517376,2
6928642,1187715,3
6928642,18795154,1
6928642,11862932,1
6928642,17487002,1
6928642,252576,1
6928642,19218850,1
6928642,18626981,1
6928642,1324203,1
6928642,1578685,3
6928642,20384452,1
6928642,6284242,1
6928642,1642477,1
6928642,5327862,1
981249,710272,3
981249,18562307,1
981249,1187715,1
981249,18672773,1
981249,16487812,1
981249,25117452,1
981249,19728145,2
981249,1102353,1
981249,19348756,1
981249,18798102,1
981249,17487002,1
981249,788001,2
981249,2556962,1
981249,2496252,2
981249,6641192,1
981249,1324203,3
981249,18955830,1
981249,19049542,1
981249,13560402,1
981249,5282132,1
981249,1371991,1
981249,1349592,1
981249,6190702,1
981249,18529135,1
981249,11776502,1
981249,18256892,2
981249,18414590,1
18456837,19728145,1
18456837,1102353,1
18456837,4631582,1
18456837,1728035,2
18456837,1169709,1
18456837,1526075,1
18456837,339011,1
18456837,16607822,1
18456837,13560402,1
18456837,5282132,1
18456837,18506072,1
18456837,6190702,1
18456837,1741429,1
18456837,1763190,1
18456837,18517376,1
18456837,3173762,1
18456837,1187715,3
18456837,1240194,1
18456837,541319,1
18456837,1776274,1
18456837,19713173,1
18456837,18494105,1
18456837,19218850,1
18456837,21837219,1
18456837,7836842,2
18456837,13532852,1
18456837,18180033,2
18456837,16062152,1
18456837,15297782,1
18456837,16548342,1
18456837,19654655,1
12847372,18495240,4
12847372,19728145,4
12847372,1102353,1
12847372,18955830,2
12847372,1078077,1
12847372,528705,1
12847372,339011,5
12847372,19049542,1
12847372,1431882,8
12847372,20377949,1
12847372,23053409,1
12847372,19934054,1
12847372,6190702,1
12847372,929402,2
12847372,1187715,3
12847372,24803205,1
12847372,19713173,1
12847372,19847832,1
12847372,20186791,1
12847372,20384452,1
12847372,16536012,1
12847372,1349592,2
12847372,1576921,2
12847372,20836828,1
12847372,23515107,1
12847372,22197221,2
12847372,18361585,1
12847372,16548342,1
18850080,535553,10
18850080,19194894,2
18850080,21533726,1
18850080,1728035,1
18850080,22817838,5
18850080,19997487,7
18850080,18955830,1
18850080,1360698,5
18850080,18767675,1
18850080,1526075,1
18850080,16607822,3
18850080,23353167,1
18850080,1457232,1
18850080,7151442,4
18850080,18779992,5
18850080,18506072,1
18850080,16477792,13
18850080,5618532,3
18850080,11625832,20
18850080,16877932,1
18850080,7130232,24
18850080,3173762,2
18850080,16487812,21
18850080,6335372,1
18850080,1776274,4
18850080,19249559,1
18850080,18494105,8
18850080,10016162,1
18850080,21837219,11
18850080,23594916,2
18850080,19218850,1
18850080,7836842,15
18850080,19828398,1
18850080,17467312,5
18850080,18589616,1
18850080,18314164,3
18850080,16447162,12
18850080,6707902,6
18850080,9376702,4
18850080,10178242,18
18850080,14546632,4
18850080,16062152,2
18850080,14649032,2
18850080,18616278,12
18850080,17872862,2
18850080,24125934,1
18850080,10016242,66
18850080,15297782,4
18850080,16548342,1
18850080,19654655,2
1433893,3173762,1
1433893,1776274,2
1433893,1787157,1
1433893,1743773,1
1433893,1728035,2
1433893,711599,1
1433893,17467312,1
1433893,18471729,1
1433893,6707902,1
1433893,10178242,1
1433893,18996036,1
1433893,11626822,1
1433893,14546632,1
1433893,4268372,1
1433893,16477792,1
1433893,10016242,1
1274150,710272,1
1274150,18672773,1
1274150,14396812,1
1274150,19728145,1
1274150,18801828,1
1274150,23594916,1
1274150,25521445,1
1274150,20186791,1
1274150,1324203,3
1274150,23112117,1
1274150,7700282,1
1274150,8540732,1
1274150,1578685,1
1274150,339011,1
1274150,1354051,1
1274150,14649032,1
1274150,1457232,1
1274150,19266390,1
1274150,20348898,1
1274150,22197221,1
1274150,22422502,1
1274150,1805550,1
1274150,15552112,1
1274150,22130047,1
1169709,18495240,1
1169709,1728035,1
1169709,18955830,1
1169709,20181560,1
1169709,22023226,1
1169709,19108156,1
1169709,1078077,1
1169709,10000962,1
1169709,16607822,1
1169709,7151442,1
1169709,5282132,1
1169709,1371991,1
1169709,18506072,3
1169709,19030621,1
1169709,16477792,1
1169709,11625832,1
1169709,15552112,1
1169709,1786237,1
1169709,1187715,1
1169709,541319,2
1169709,19218850,1
1169709,21837219,1
1169709,18801828,1
1169709,7836842,3
1169709,1324203,1
1169709,6707902,1
1169709,21989057,1
1169709,18977219,1
1169709,14649032,2
1169709,16062152,1
1169709,6284242,1
1169709,19100119,1
1169709,18629337,1
1169709,17872862,1
1169709,1642477,1
1169709,18361585,1
1169709,15297782,1
1169709,19654655,1
18729267,11294262,1
4063542,21715712,3
4063542,18562307,2
4063542,22422793,1
4063542,10426762,4
4063542,1492619,1
4063542,19728145,1
4063542,15770262,1
4063542,18414491,1
4063542,23499806,1
4063542,16954142,1
4063542,20186791,1
4063542,18425641,2
4063542,8908602,2
4063542,19011903,1
4063542,19964997,1
4063542,1751502,3
4063542,19266390,3
4063542,1498076,1
4063542,1622500,1
4063542,19443174,1
4063542,6190702,1
4063542,18529135,1
4063542,18602480,1
4063542,1741429,2
4063542,22993273,1
4063542,18414590,1
1526075,535553,1
1526075,19728145,2
1526075,1102353,1
1526075,20402980,1
1526075,19997487,1
1526075,1360698,1
1526075,19266390,1
1526075,18506072,2
1526075,23053409,1
1526075,11625832,2
1526075,15552112,1
1526075,1763190,1
1526075,7130232,1
1526075,11862932,1
1526075,21837219,1
1526075,17467312,1
1526075,18314164,1
1526075,18476981,1
1526075,16447162,2
1526075,9376702,1
1526075,6707902,1
1526075,10178242,1
1526075,14649032,1
1526075,25471951,1
1526075,1349592,6
1526075,22197221,1
1526075,526316,1
1526075,10016242,2
1526075,14566132,1
1526075,47094,6
1526075,15297782,1
22585660,1492619,1
22585660,19728145,1
22585660,24619540,1
22585660,20336043,1
22585660,18955830,2
22585660,24584525,1
22585660,1371991,1
22585660,18506072,1
22585660,1349592,1
22585660,20377949,1
22585660,526316,1
19108156,535553,2
19108156,19194894,1
19108156,19262745,1
19108156,21533726,1
19108156,16954142,1
19108156,1728035,2
19108156,19528743,1
19108156,19997487,2
19108156,18471729,1
19108156,11294262,1
19108156,7700282,1
19108156,22023226,1
19108156,18996036,1
19108156,16607822,2
19108156,7151442,1
19108156,13560402,1
19108156,19266390,2
19108156,22021463,1
19108156,18506072,1
19108156,18779992,1
19108156,21957723,1
19108156,16477792,2
19108156,5618532,1
19108156,18529135,1
19108156,7130232,2
19108156,16487812,3
19108156,19033734,1
19108156,21686664,1
19108156,1776274,3
19108156,11862932,1
19108156,18494105,1
19108156,252576,1
19108156,10016162,1
19108156,18801828,2
19108156,7836842,2
19108156,3376042,1
19108156,17467312,1
19108156,18589616,2
19108156,405938,1
19108156,16447162,1
19108156,9376702,1
19108156,21989057,2
19108156,10178242,2
19108156,14649032,1
19108156,2542802,1
19108156,18616278,2
19108156,1498076,1
19108156,18361585,2
19108156,19094001,1
19108156,10016242,1
19108156,15297782,3
19108156,18556157,1
19108156,19654655,1
19011903,1187715,1
19011903,18562307,1
19011903,10426762,1
19011903,19266390,1
19011903,1371991,1
19011903,16954142,1
19011903,1622500,1
19011903,18425641,1
19011903,20336043,1
19011903,1642477,1
19011903,18955830,1
19011903,22993273,1
528705,19728145,1
528705,18471729,1
528705,18955830,2
528705,7700282,1
528705,339011,1
528705,1665349,1
528705,19266390,1
528705,1371991,1
528705,18286946,1
528705,6190702,1
528705,1473660,1
528705,1187715,5
528705,18549379,1
528705,24803205,1
528705,541319,1
528705,10426762,2
528705,14775182,1
528705,23674770,1
528705,11131552,1
528705,252576,1
528705,20186791,1
528705,5882552,1
528705,18549438,1
528705,1751502,2
528705,4705492,1
528705,1349592,1
528705,22197221,1
528705,1642477,1
528705,16548342,1
528705,18414590,1
1354051,1240194,1
1354051,1187715,1
1354051,16487812,1
1354051,18672773,1
1354051,6335372,1
1354051,14396812,1
1354051,19728145,1
1354051,19713173,1
1354051,1728035,1
1354051,2520612,1
1354051,23112117,1
1354051,18955830,1
1354051,20181560,1
1354051,8540732,1
1354051,1078077,1
1354051,1578685,1
1354051,1457232,1
1354051,18629337,1
1354051,19030621,1
1354051,20348898,1
1354051,15552112,1
1354051,18361585,1
1354051,929402,1
1665349,1187715,2
1665349,19728145,1
1665349,24316830,1
1665349,1451826,2
1665349,18955830,2
1665349,24584525,1
1665349,6284242,1
1665349,4705492,1
1665349,1371991,2
1665349,20129636,1
1665349,1642477,2
1665349,929402,1
1665349,1473660,1
1665349,18414590,1
11626822,541319,1
11626822,1776274,2
11626822,1787157,1
11626822,19416348,1
11626822,1743773,1
11626822,1728035,1
11626822,711599,2
11626822,18471729,1
11626822,18996036,1
11626822,19964997,1
11626822,4268372,1
1431882,2556962,1
1431882,18589616,1
1431882,18955830,1
1431882,1078077,1
1431882,339011,2
1431882,16536012,1
1431882,6284242,1
1431882,18506072,1
1431882,23515107,1
1431882,1763190,1
1431882,929402,9
1431882,1473660,3
24584525,1102353,1
24584525,24619540,2
24584525,18798102,1
24584525,18955830,1
24584525,20181560,1
24584525,1772099,1
24584525,339011,3
24584525,18506072,1
24584525,21933145,1
24584525,1665418,1
24584525,1492619,1
24584525,25648018,1
24584525,19713173,1
24584525,19249559,1
24584525,19847832,1
24584525,24316830,1
24584525,7836842,1
24584525,20336043,1
24584525,1324203,2
24584525,16062152,1
24584525,24675279,2
24584525,4705492,3
24584525,19100119,1
24584525,22197221,1
24584525,20807142,2
24584525,1642477,1
5282132,18798102,2
5282132,21533726,1
5282132,1728035,2
5282132,6641192,1
5282132,11294262,1
5282132,18955830,2
5282132,20181560,1
5282132,18567736,1
5282132,19049542,1
5282132,16607822,1
5282132,13560402,1
5282132,21933145,1
5282132,23053409,1
5282132,18837102,1
5282132,7130232,1
5282132,929402,1
5282132,710272,3
5282132,541319,3
5282132,1776274,1
5282132,18494105,1
5282132,17487002,1
5282132,19687074,1
5282132,7836842,1
5282132,1324203,2
5282132,10178242,2
5282132,16062152,2
5282132,19680459,1
5282132,15297782,1
5282132,2496252,2
5282132,12588802,1
5282132,19728145,2
5282132,8908602,1
5282132,1078077,1
5282132,23353167,1
5282132,18506072,3
5282132,3173762,1
5282132,1187715,2
5282132,1581956,1
5282132,14396812,1
5282132,23674770,2
5282132,13288852,1
5282132,21837219,1
5282132,24850344,2
5282132,18476981,1
5282132,23595967,1
5282132,6284242,1
5282132,18616278,1
5282132,18882523,1
5282132,23515107,1
5282132,22197221,5
5282132,22422502,2
5282132,526316,2
5282132,25587693,2
5282132,10016242,1
5282132,19908083,1
5282132,18256892,1
5282132,18414590,1
5282132,19654655,1
4268372,18996036,1
4268372,1776274,1
4268372,1787157,1
4268372,1743773,1
4268372,1728035,1
4268372,711599,1
4268372,18471729,1
18506072,535553,1
18506072,19528743,4
18506072,22817838,1
18506072,339011,8
18506072,19964997,1
18506072,19049542,1
18506072,1457232,3
18506072,23053409,1
18506072,1473660,1
18506072,1240194,1
18506072,11375762,7
18506072,19713173,39
18506072,25934999,1
18506072,17487002,1
18506072,18801828,1
18506072,7836842,5
18506072,1324203,2
18506072,2542802,3
18506072,4705492,1
18506072,7263452,1
18506072,15297782,1
18506072,18556157,1
18506072,18562307,25
18506072,19416348,1
18506072,20757821,3
18506072,18286946,1
18506072,11625832,3
18506072,1786237,1
18506072,16487812,4
18506072,1665418,1
18506072,19249559,6
18506072,10016162,1
18506072,21837219,2
18506072,20336043,2
18506072,20836828,1
18506072,1622500,1
18506072,20807142,10
18506072,19828207,7
18506072,10016242,6
18506072,1102353,3
18506072,788001,1
18506072,1728035,3
18506072,2520612,3
18506072,24925734,1
18506072,6641192,1
18506072,18955830,29
18506072,11294262,2
18506072,20181560,10
18506072,1772099,2
18506072,16607822,2
18506072,18677333,1
18506072,19030621,1
18506072,16477792,3
18506072,6190702,4
18506072,15552112,1
18506072,1741429,1
18506072,929402,1
18506072,18549379,1
18506072,541319,6
18506072,1492619,2
18506072,1776274,2
18506072,19847832,1
18506072,26040985,1
18506072,18494105,1
18506072,252576,2
18506072,20186791,2
18506072,20041384,1
18506072,19828398,2
18506072,18549438,3
18506072,6707902,1
18506072,10178242,2
18506072,14546632,1
18506072,16062152,2
18506072,18629337,2
18506072,22468329,1
18506072,25681644,1
18506072,19728145,9
18506072,16954142,2
18506072,18425641,3
18506072,19997487,4
18506072,1451826,1
18506072,1697586,1
18506072,8805172,1
18506072,8908602,2
18506072,7700282,1
18506072,18767675,1
18506072,14380872,1
18506072,7151442,2
18506072,19266390,2
18506072,1371991,1
18506072,5618532,1
18506072,19934054,3
18506072,18529135,1
18506072,1763190,3
18506072,1187715,9
18506072,6335372,4
18506072,18923420,1
18506072,20421535,1
18506072,9376702,5
18506072,18180033,3
18506072,16067522,3
18506072,1349592,3
18506072,23515107,1
18506072,22197221,6
18506072,6121452,1
18506072,526316,6
18506072,1642477,1
18506072,22736876,1
18506072,5327862,1
18506072,47094,1
18506072,18414590,1
18506072,19654655,1
23968092,16477792,1
23968092,19997487,1
20377949,1187715,1
20377949,541319,1
20377949,19728145,1
20377949,19713173,1
20377949,20186791,2
20377949,20336043,1
20377949,18476981,1
20377949,18955830,1
20377949,339011,1
20377949,20384452,1
20377949,19049542,1
20377949,1576921,1
20377949,20836828,1
20377949,22197221,1
20377949,19934054,1
20377949,15552112,1
20377949,18361585,1
18286946,18562307,1
18286946,18955830,4
18286946,20757821,1
18286946,1772099,1
18286946,14380872,1
18286946,13560402,1
18286946,1371991,1
18286946,1763190,1
18286946,710272,1
18286946,18517376,1
18286946,1187715,3
18286946,19713173,1
18286946,18923420,1
18286946,252576,1
18286946,20336043,1
18286946,1324203,1
18286946,18589616,1
18286946,18816443,1
18286946,18549438,1
18286946,18660552,1
18286946,4705492,1
18286946,19100119,1
18286946,25397992,1
18286946,19828207,1
18286946,18414590,1
19827046,710272,1
19827046,6335372,1
19827046,19728145,3
19827046,19713173,1
19827046,17487002,2
19827046,11131552,1
19827046,788001,1
19827046,20336043,1
19827046,1324203,1
19827046,18589616,1
19827046,17467312,1
19827046,405938,1
19827046,1360698,1
19827046,1078077,9
19827046,339011,2
19827046,19049542,1
19827046,6284242,3
19827046,1349592,1
19827046,19030621,1
19827046,11625832,1
19827046,526316,1
19827046,6190702,1
19827046,18602480,1
19827046,10016242,1
19827046,11776502,1
19827046,18256892,1
25590123,25996638,1
25590123,25150760,1
25590123,18425641,1
25590123,22736876,1
25590123,16954142,1
16877932,3173762,1
16877932,16487812,3
16877932,1581956,1
16877932,18494105,1
16877932,11625832,3
16877932,7836842,1
16877932,18361585,1
16877932,10016242,1
16877932,16447162,1
22993273,18562307,1
22993273,10426762,2
22993273,1492619,1
22993273,16954142,2
22993273,18425641,3
22993273,23723436,1
22993273,18955830,1
22993273,19964997,1
22993273,4705492,2
22993273,19266390,7
22993273,18616278,1
22993273,1498076,1
22993273,1622500,2
22993273,22736876,2
22993273,18529135,2
22993273,1741429,1
22993273,18256892,1
24553853,1187715,1
24553853,18562307,1
24553853,24803205,1
24553853,19728145,1
24553853,18955830,1
24553853,23984060,2
24553853,1078077,1
24553853,339011,1
24553853,19964997,4
24553853,4705492,1
24553853,19266390,1
24553853,1371991,1
24553853,1622500,1
24553853,6190702,1
24553853,18529135,1
24553853,24693747,1
1786237,1187715,6
1786237,19728145,2
1786237,19713173,1
1786237,18955830,4
1786237,20181560,1
1786237,10000962,1
1786237,339011,1
1786237,6284242,1
1786237,1371991,2
1786237,1576921,1
1786237,22197221,1
1786237,25681644,1
1786237,1642477,3
17820032,10016162,1
21686664,3173762,1
21686664,16487812,1
21686664,1776274,1
21686664,11862932,2
21686664,19262745,1
21686664,18494105,1
21686664,21533726,1
21686664,7836842,1
21686664,17467312,1
21686664,405938,1
21686664,10178242,2
21686664,14649032,1
21686664,16607822,1
21686664,7151442,1
21686664,16477792,1
21686664,18361585,1
21686664,15297782,1
21686664,7130232,1
21686664,19654655,1
20586888,6230672,1
20586888,18571126,1
20586888,19266390,1
20586888,19416348,1
10426762,21715712,2
10426762,18562307,1
10426762,19728145,2
10426762,19416348,1
10426762,16954142,1
10426762,18425641,2
10426762,18642226,1
10426762,18955830,7
10426762,339011,1
10426762,14380872,1
10426762,19266390,2
10426762,255854,1
10426762,1187715,1
10426762,1492619,5
10426762,1776274,1
10426762,252576,2
10426762,21338021,1
10426762,20583850,1
10426762,23723436,2
10426762,1029550,1
10426762,23595967,1
10426762,18660552,1
10426762,1751502,6
10426762,18944977,1
10426762,4705492,3
10426762,1576921,1
10426762,1498076,1
10426762,1622500,1
10426762,19443174,2
10426762,526316,1
10426762,19094001,1
10426762,18256892,3
10426762,18556157,1
10426762,18414590,7
1665418,1187715,2
1665418,19728145,5
1665418,19847832,1
1665418,252576,1
1665418,20186791,2
1665418,20336043,1
1665418,18955830,1
1665418,1772099,1
1665418,19964997,1
1665418,19049542,1
1665418,4705492,2
1665418,526316,3
1665418,1642477,1
1665418,47094,1
19249559,18562307,1
19249559,1102353,3
