event_id,member_id,group_id
239896220,102889902,11862932
ptzgrlywjbrb,10749993,11862932
ptzgrlywjbrb,229637677,11862932
ptzgrlywjbrb,13348144,11862932
ptzgrlywjbrb,198122159,11862932
ptzgrlywjbrb,198583489,11862932
ptzgrlywjbrb,229144245,11862932
ptzgrlywjbrb,162627572,11862932
ptzgrlywjbrb,225349156,11862932
ptzgrlywjbrb,147690502,11862932
ptzgrlywjbrb,13015711,11862932
239895963,227742472,11862932
239895963,229071466,11862932
239895963,183825623,11862932
239895963,187732480,11862932
239895963,9005384,11862932
239895963,222519202,11862932
239895963,225797989,11862932
239895963,47572122,11862932
239895963,188052658,11862932
239895963,224154899,11862932
239895963,225649382,11862932
239895963,227589665,11862932
239895963,8521728,11862932
239895963,227190647,11862932
239895963,228055175,11862932
239895963,13348144,11862932
239895963,204940466,11862932
239895963,200597866,11862932
239895963,198122159,11862932
239895963,76743532,11862932
239895963,229144245,11862932
239895963,206403963,11862932
239895963,162627572,11862932
239895963,23540031,11862932
239895963,217220069,11862932
239895963,199603561,11862932
239895963,14638667,11862932
239895963,147690502,11862932
239895963,187904554,11862932
239895963,43105702,11862932
239895963,227909011,11862932
239895963,198017355,11862932
239895963,4940157,11862932
239895963,228864518,11862932
239895963,102889902,11862932
239881032,227742472,11862932
239881032,187732480,11862932
239881032,217825368,11862932
239881032,9005384,11862932
239881032,225797989,11862932
239881032,8521728,11862932
239881032,204940466,11862932
239881032,198334785,11862932
239881032,162627572,11862932
239881032,23540031,11862932
239881032,217220069,11862932
239881032,225349156,11862932
239881032,104244222,11862932
239881032,147690502,11862932
239881032,187904554,11862932
239881032,227909011,11862932
239881032,198017355,11862932
239881032,189938452,11862932
239881032,219502636,11862932
ptzgrlywhbmb,33828812,11862932
ptzgrlywhbmb,10749993,11862932
ptzgrlywhbmb,225649382,11862932
ptzgrlywhbmb,198122159,11862932
ptzgrlywhbmb,162627572,11862932
ptzgrlywhbmb,217220069,11862932
ptzgrlywhbmb,226322057,11862932
ptzgrlywhbmb,225349156,11862932
ptzgrlywhbmb,147690502,11862932
ptzgrlywhbmb,10355005,11862932
ptzgrlywgbpb,10749993,11862932
ptzgrlywgbpb,220556467,11862932
ptzgrlywgbpb,198122159,11862932
ptzgrlywgbpb,162627572,11862932
ptzgrlywgbpb,225349156,11862932
ptzgrlywgbpb,13766608,11862932
ptzgrlywfbsb,10749993,11862932
ptzgrlywfbsb,11648968,11862932
ptzgrlywfbsb,220556467,11862932
ptzgrlywfbsb,198122159,11862932
ptzgrlywfbsb,198334785,11862932
ptzgrlywfbsb,206403963,11862932
ptzgrlywfbsb,162627572,11862932
ptzgrlywfbsb,217220069,11862932
ptzgrlywfbsb,38906242,11862932
ptzgrlywfbsb,53484892,11862932
ptzgrlywfbsb,33991242,11862932
ptzgrlywdbsb,10749993,11862932
ptzgrlywdbsb,220556467,11862932
ptzgrlywdbsb,198122159,11862932
ptzgrlywdbsb,60195472,11862932
ptzgrlywdbsb,217220069,11862932
ptzgrlywdbsb,38906242,11862932
ptzgrlywcbnb,10749993,11862932
ptzgrlywcbnb,198122159,11862932
ptzgrlywcbnb,208379766,11862932
ptzgrlywcbnb,162627572,11862932
ptzgrlywcbnb,217220069,11862932
ptzgrlywcbnb,126066112,11862932
ptzgrlywcbnb,13015711,11862932
ptzgrlywcbnb,194730096,11862932
ptzgrlyvqbrb,10749993,11862932
ptzgrlyvqbrb,49850062,11862932
ptzgrlyvqbrb,8521728,11862932
ptzgrlyvqbrb,198122159,11862932
ptzgrlyvqbrb,208379766,11862932
ptzgrlyvqbrb,162627572,11862932
ptzgrlyvqbrb,10355005,11862932
ptzgrlyvqbrb,194866070,11862932
235418167,183825623,11862932
235418167,186777303,11862932
235418167,183586944,11862932
235418167,182608187,11862932
235418167,205330458,11862932
235418167,217464650,11862932
235418167,8521728,11862932
235418167,198122159,11862932
235418167,162627572,11862932
235418167,199603561,11862932
235418167,14638667,11862932
235418167,10355005,11862932
235418167,216752782,11862932
235418167,189938452,11862932
235418167,102889902,11862932
235418167,13015711,11862932
ptzgrlyvpblb,10749993,11862932
ptzgrlyvpblb,39303612,11862932
ptzgrlyvpblb,11648968,11862932
ptzgrlyvpblb,207098352,11862932
ptzgrlyvpblb,211977997,11862932
ptzgrlyvpblb,8521728,11862932
ptzgrlyvpblb,198331825,11862932
ptzgrlyvpblb,198122159,11862932
ptzgrlyvpblb,208379766,11862932
ptzgrlyvpblb,162627572,11862932
ptzgrlyvpblb,199603561,11862932
ptzgrlyvpblb,86263532,11862932
ptzgrlyvpblb,114216102,11862932
ptzgrlyvnbpb,210204698,11862932
ptzgrlyvnbpb,10749993,11862932
ptzgrlyvnbpb,9005384,11862932
ptzgrlyvnbpb,198122159,11862932
ptzgrlyvnbpb,208379766,11862932
ptzgrlyvnbpb,162627572,11862932
ptzgrlyvnbpb,187951183,11862932
ptzgrlyvnbpb,199603561,11862932
ptzgrlyvnbpb,53484892,11862932
ptzgrlyvnbpb,213965673,11862932
ptzgrlyvmbrb,210204698,11862932
ptzgrlyvmbrb,198777605,11862932
ptzgrlyvmbrb,198122159,11862932
ptzgrlyvmbrb,53484892,11862932
ptzgrlyvmbrb,13015711,11862932
ptzgrlyvlbmb,10749993,11862932
ptzgrlyvlbmb,110860542,11862932
ptzgrlyvlbmb,200007551,11862932
ptzgrlyvlbmb,208379766,11862932
ptzgrlyvlbmb,210366603,11862932
ptzgrlyvlbmb,14638667,11862932
ptzgrlyvlbmb,53484892,11862932
ptzgrlyvlbmb,126066112,11862932
ptzgrlyvkbqb,183825623,11862932
ptzgrlyvkbqb,208885338,11862932
ptzgrlyvkbqb,10749993,11862932
ptzgrlyvkbqb,200597866,11862932
ptzgrlyvkbqb,150950602,11862932
ptzgrlyvkbqb,38906242,11862932
ptzgrlyvkbqb,10355005,11862932
ptzgrlyvkbqb,102889902,11862932
ptzgrlyvjbsb,10749993,11862932
ptzgrlyvjbsb,11648968,11862932
ptzgrlyvjbsb,205330458,11862932
ptzgrlyvjbsb,14638667,11862932
ptzgrlyvjbsb,189938452,11862932
ptzgrlyvhbnb,10749993,11862932
ptzgrlyvhbnb,11648968,11862932
ptzgrlyvhbnb,204840100,11862932
ptzgrlyvhbnb,4211111,11862932
ptzgrlyvhbnb,203579328,11862932
ptzgrlyvhbnb,204885517,11862932
ptzgrlyvhbnb,200007551,11862932
ptzgrlyvhbnb,28477882,11862932
ptzgrlyvhbnb,197976565,11862932
ptzgrlyvhbnb,154251402,11862932
ptzgrlyvhbnb,187951183,11862932
ptzgrlyvhbnb,184437777,11862932
ptzgrlyvgbqb,10749993,11862932
ptzgrlyvgbqb,11648968,11862932
ptzgrlyvgbqb,202203532,11862932
ptzgrlyvgbqb,10355005,11862932
ptzgrlyvgbqb,29132352,11862932
qgllhkyvfblb,10749993,11862932
qgllhkyvfblb,39303612,11862932
qgllhkyvfblb,11648968,11862932
qgllhkyvfblb,198035194,11862932
qgllhkyvfblb,197976565,11862932
qgllhkyvfblb,10355005,11862932
qgllhkyvfblb,198667802,11862932
qgllhkyvfblb,193758164,11862932
qgllhkyvfblb,199972329,11862932
qgllhkyvfblb,184437777,11862932
qgllhkyvcbqb,10749993,11862932
qgllhkyvcbqb,11648968,11862932
qgllhkyvcbqb,4353024,11862932
qgllhkyvcbqb,177135382,11862932
qgllhkyvcbqb,197976565,11862932
qgllhkyvcbqb,10309794,11862932
qgllhkyvcbqb,33991242,11862932
qgllhkyvcbqb,414065,11862932
qgllhkyvcbqb,4940157,11862932
qgllhkyvcbqb,2069,11862932
qgllhkytqblb,10749993,11862932
qgllhkytqblb,39303612,11862932
qgllhkytqblb,32636402,11862932
qgllhkytqblb,195153501,11862932
qgllhkytqblb,5900662,11862932
qgllhkytqblb,2069,11862932
qgllhkytpbnb,10749993,11862932
qgllhkytpbnb,194780487,11862932
qgllhkytpbnb,195153501,11862932
qgllhkytpbnb,33991242,11862932
231177899,203244569,18626981
231177899,182756674,18626981
231177899,68121142,18626981
231177899,203170465,18626981
228239215,182756674,18626981
228239215,188147718,18626981
228239215,91217872,18626981
227857305,182756674,18626981
227857305,68121142,18626981
227857305,188147718,18626981
227857305,97354062,18626981
243930674,238456453,19030621
244411565,12652116,19030621
244411565,170797752,19030621
244411565,4955979,19030621
244411565,160843212,19030621
244411565,30872932,19030621
244411565,235726168,19030621
244411565,5651859,19030621
243930945,10477850,19030621
243930945,223901457,19030621
243930945,12652116,19030621
243930945,161243482,19030621
243930945,213233531,19030621
243930945,170797752,19030621
243930945,211246741,19030621
243930945,217584699,19030621
243930945,237490968,19030621
243930945,8748769,19030621
243930945,104120592,19030621
243930945,160843212,19030621
243930945,200220744,19030621
243930945,12820769,19030621
243930945,7859383,19030621
243930945,43564042,19030621
243930945,124912362,19030621
243930945,239102806,19030621
243930945,30872932,19030621
243930945,212785288,19030621
243930945,201248004,19030621
243930945,6159449,19030621
243930945,8343893,19030621
243930945,235726168,19030621
243930945,5651859,19030621
243930945,204384132,19030621
243930594,217584699,19030621
243930594,237490968,19030621
243930594,133259922,19030621
243002939,227308608,19030621
243002939,10477850,19030621
243002939,83658362,19030621
243002939,170797752,19030621
243002939,67075612,19030621
243002939,217584699,19030621
243002939,197657497,19030621
243002939,8748769,19030621
243002939,231043702,19030621
243002939,230042099,19030621
243002939,7859383,19030621
243002939,43564042,19030621
243002939,124912362,19030621
243002939,9828339,19030621
243002939,204384132,19030621
243026350,13397088,19030621
243026350,10477850,19030621
243026350,53586282,19030621
243026350,170797752,19030621
243026350,235462900,19030621
243026350,7301105,19030621
243026350,204384132,19030621
241792071,227308608,19030621
241792071,83658362,19030621
241792071,161789332,19030621
241792071,8748769,19030621
241792071,7859383,19030621
241792071,124912362,19030621
241792071,30872932,19030621
241792071,8796635,19030621
241792071,196822887,19030621
241792071,61190212,19030621
241792071,12363697,19030621
241792071,204384132,19030621
241348532,189307514,19030621
241348532,170797752,19030621
241348532,217865556,19030621
241348532,217584699,19030621
241348532,161789332,19030621
241348532,8748769,19030621
241348532,160843212,19030621
241348532,7859383,19030621
241348532,124912362,19030621
241348532,194008858,19030621
241348532,8796635,19030621
241348532,196822887,19030621
241348532,12363697,19030621
241348532,39280002,19030621
241348532,156218172,19030621
241348532,191707720,19030621
241410412,139196262,19030621
241410412,30872932,19030621
241091696,10358025,19030621
241399518,12363697,19030621
241091550,217584699,19030621
241091550,124912362,19030621
241091550,190810225,19030621
241091550,127631622,19030621
241091550,8796635,19030621
241091550,6159449,19030621
240566110,13225103,19030621
240566110,13483834,19030621
240566110,184755672,19030621
240566110,109341842,19030621
240566110,211246741,19030621
240566110,217865556,19030621
240566110,186593319,19030621
240566110,161789332,19030621
240566110,8748769,19030621
240566110,133259922,19030621
240566110,104120592,19030621
240566110,225241773,19030621
240566110,200220744,19030621
240566110,30872932,19030621
240566110,229915950,19030621
240566110,215018537,19030621
240566110,196822887,19030621
240566110,61190212,19030621
240566110,189475926,19030621
240566110,133286,19030621
240566110,156218172,19030621
240566110,4650771,19030621
240566110,5651859,19030621
240850215,12104734,19030621
240850215,8645439,19030621
240850215,191374724,19030621
240850215,189475926,19030621
240850215,206400955,19030621
240565277,6773198,19030621
240565805,83658362,19030621
240565805,191006274,19030621
240565805,161789332,19030621
240565805,225241773,19030621
240565805,216914607,19030621
240565805,7859383,19030621
240565805,10358025,19030621
240565805,12363697,19030621
240565805,191707720,19030621
240565946,225241773,19030621
240565946,189475926,19030621
240566004,227308608,19030621
240566004,7859383,19030621
240566004,10358025,19030621
239592868,109341842,19030621
239592868,217584699,19030621
239592868,161789332,19030621
239592868,8748769,19030621
239592868,6773198,19030621
239592868,225241773,19030621
239592868,7859383,19030621
239592868,8796635,19030621
239592868,196822887,19030621
239592868,10358025,19030621
239592868,191707720,19030621
239346352,184755672,19030621
239346352,217865556,19030621
239346352,133259922,19030621
239346352,7859383,19030621
239346352,124912362,19030621
239346352,30872932,19030621
239346352,8796635,19030621
239346352,196822887,19030621
239346352,12363697,19030621
239346352,156218172,19030621
239346352,214630651,19030621
239346352,185319058,19030621
239346352,191707720,19030621
239191547,223354162,19030621
239191547,24318842,19030621
239191547,184755672,19030621
239191547,109341842,19030621
239191547,170797752,19030621
239191547,211246741,19030621
239191547,210981078,19030621
239191547,217584699,19030621
239191547,161789332,19030621
239191547,28200502,19030621
239191547,104120592,19030621
239191547,160843212,19030621
239191547,225241773,19030621
239191547,7859383,19030621
239191547,35284672,19030621
239191547,124912362,19030621
239191547,30872932,19030621
239191547,171254852,19030621
239191547,212785288,19030621
239191547,201248004,19030621
239191547,208173959,19030621
239191547,185319058,19030621
239191547,191707720,19030621
238646588,139196262,19030621
238646588,10477850,19030621
238646588,134378152,19030621
238646588,217865556,19030621
238646588,225261819,19030621
238646588,7859383,19030621
238646588,196822887,19030621
238646588,212785288,19030621
238646588,63140812,19030621
238646588,222745771,19030621
238646588,156218172,19030621
238367636,189307514,19030621
238367636,83658362,19030621
238367636,24318842,19030621
238367636,170797752,19030621
238367636,54865042,19030621
238367636,133259922,19030621
238367636,104120592,19030621
238367636,160843212,19030621
238367636,216914607,19030621
238367636,7859383,19030621
238367636,30872932,19030621
238367636,10358025,19030621
238367636,185319058,19030621
238646066,215817838,19030621
238646066,208173959,19030621
238143048,30872932,19030621
237511661,109341842,19030621
237511661,67075612,19030621
237511661,217865556,19030621
237511661,7859383,19030621
237511661,35284672,19030621
237511661,133180712,19030621
237511661,208287769,19030621
237511661,191707720,19030621
237917127,213233531,19030621
237917127,215217207,19030621
237917127,217865556,19030621
237917127,133259922,19030621
237917127,30872932,19030621
237917127,214213999,19030621
237917127,61190212,19030621
237917127,5651859,19030621
237083197,10477850,19030621
237083197,213233531,19030621
237083197,3135152,19030621
237635909,101939542,19030621
237635909,24318842,19030621
237635909,67075612,19030621
237635909,7859383,19030621
237635909,127631622,19030621
237635909,61190212,19030621
237635909,201248004,19030621
236978210,13397088,19030621
236978210,101939542,19030621
236978210,10477850,19030621
236978210,28832132,19030621
236978210,187707213,19030621
236978210,221783859,19030621
236978210,24318842,19030621
236978210,202884504,19030621
236978210,221407375,19030621
236978210,170797752,19030621
236978210,13424521,19030621
236978210,67075612,19030621
236978210,54865042,19030621
236978210,146357642,19030621
236978210,133259922,19030621
236978210,104120592,19030621
236978210,94109362,19030621
236978210,12820769,19030621
236978210,7859383,19030621
236978210,30872932,19030621
236978210,10358025,19030621
236978210,61190212,19030621
236978210,206400955,19030621
236978210,191707720,19030621
236701519,67075612,19030621
236701519,6773198,19030621
236701519,7859383,19030621
236701519,7885241,19030621
236701519,204384132,19030621
237084329,104120592,19030621
236902467,54556902,19030621
236902467,203581361,19030621
236902467,170797752,19030621
236902467,67075612,19030621
236902467,62903072,19030621
236902467,161789332,19030621
236902467,104120592,19030621
236902467,6773198,19030621
236902467,200220744,19030621
236902467,12820769,19030621
236902467,7859383,19030621
236902467,30872932,19030621
236902467,87644532,19030621
236902467,7959320,19030621
236902467,191707720,19030621
237024953,13225103,19030621
237024953,170797752,19030621
237024953,208173959,19030621
236699736,13397088,19030621
236699736,10477850,19030621
236699736,189307514,19030621
236699736,83658362,19030621
236699736,54556902,19030621
236699736,67075612,19030621
236699736,104120592,19030621
236699736,200220744,19030621
236699736,7859383,19030621
236699736,3135152,19030621
236699736,61190212,19030621
236699736,12363697,19030621
236699736,156218172,19030621
236699736,204384132,19030621
236700557,189307514,19030621
236700557,83658362,19030621
236700557,170797752,19030621
236700557,7859383,19030621
236700557,12363697,19030621
236700557,156218172,19030621
236700557,204384132,19030621
236108248,217724104,19030621
236108248,156628922,19030621
235401679,58623852,19030621
235401679,203630223,19030621
235401679,216651342,19030621
235401679,67075612,19030621
235401679,28200502,19030621
235401679,133259922,19030621
235401679,7859383,19030621
235401679,196822887,19030621
235401679,156218172,19030621
235206153,58623852,19030621
235206153,215817838,19030621
235206153,211246741,19030621
235206153,104120592,19030621
235206153,7859383,19030621
235206153,201248004,19030621
235206153,156628922,19030621
235206153,203119989,19030621
235206153,156218172,19030621
235049390,101939542,19030621
235049390,133259922,19030621
235049390,104120592,19030621
235049390,7859383,19030621
235049390,196822887,19030621
235049390,10358025,19030621
235158074,198628058,19030621
235158074,7859383,19030621
235158074,207418109,19030621
235158074,8723686,19030621
233945356,151259362,19030621
233945356,212554835,19030621
233945356,11139755,19030621
233945356,9524476,19030621
233945356,134378152,19030621
233945356,9995398,19030621
233945356,161243482,19030621
233945356,59387862,19030621
233945356,170797752,19030621
233945356,211246741,19030621
233945356,67075612,19030621
233945356,20932861,19030621
233945356,207040639,19030621
233945356,186593319,19030621
233945356,94109362,19030621
233945356,165650982,19030621
233945356,200220744,19030621
233945356,7859383,19030621
233945356,214994263,19030621
233945356,10358025,19030621
233945356,12651948,19030621
233945356,201248004,19030621
233945356,208173959,19030621
233945356,199684792,19030621
233945356,204384132,19030621
233994122,206481851,19030621
233994122,8119354,19030621
233994122,185280954,19030621
233994122,139196262,19030621
233994122,9995398,19030621
233994122,211246741,19030621
233994122,67075612,19030621
233994122,91112612,19030621
233994122,12820769,19030621
233994122,204384132,19030621
230700488,208414771,19030621
230700488,206481851,19030621
230700488,195141800,19030621
230700488,58623852,19030621
230700488,92973312,19030621
230700488,170909062,19030621
230700488,189739253,19030621
230700488,9995398,19030621
230700488,59387862,19030621
230700488,210981078,19030621
230700488,183125840,19030621
230700488,159628492,19030621
230700488,210561896,19030621
230700488,7859383,19030621
230700488,143296482,19030621
230700488,201248004,19030621
230700488,204384132,19030621
230700434,208414771,19030621
230700434,170909062,19030621
230700434,189739253,19030621
230700434,9995398,19030621
230700434,186593319,19030621
230700434,200220744,19030621
230700434,199684792,19030621
230700434,204384132,19030621
231769913,58623852,19030621
231769913,13225103,19030621
231769913,9995398,19030621
231769913,13424521,19030621
231769913,191374724,19030621
231769913,35284672,19030621
231769913,42015402,19030621
231769913,201248004,19030621
231769913,186974921,19030621
231769913,8723686,19030621
230700168,133895442,19030621
230700168,185280954,19030621
230700168,201677151,19030621
230700168,189739253,19030621
230700168,9995398,19030621
230700168,184755672,19030621
230700168,200227585,19030621
230700168,35284672,19030621
230700168,30872932,19030621
230700168,42015402,19030621
230700168,201248004,19030621
230700168,8723686,19030621
231840868,9995398,19030621
231840868,197595767,19030621
231840868,42015402,19030621
230699533,8119354,19030621
230699533,185280954,19030621
230699533,189739253,19030621
230699533,9995398,19030621
230699533,35284672,19030621
230699533,201248004,19030621
230092165,8119354,19030621
230092165,92973312,19030621
230092165,13225103,19030621
230092165,28832132,19030621
230092165,8354310,19030621
230092165,189739253,19030621
230092165,198610142,19030621
230092165,201248004,19030621
229654115,60542912,19030621
229654115,9995398,19030621
229654115,201222519,19030621
229654115,87644532,19030621
229654115,201248004,19030621
229094399,58623852,19030621
229094399,13397088,19030621
229094399,151259362,19030621
229094399,92973312,19030621
229094399,170909062,19030621
229094399,199743431,19030621
229094399,189739253,19030621
229094399,9995398,19030621
229094399,184755672,19030621
229094399,82769272,19030621
229094399,30872932,19030621
229094399,196441387,19030621
229094399,5651859,19030621
227331278,9777895,19030621
227331278,92973312,19030621
227331278,13225103,19030621
227331278,10477850,19030621
227331278,189739253,19030621
227331278,9995398,19030621
227331278,194339392,19030621
227955238,11139755,19030621
227955238,189739253,19030621
227955238,9995398,19030621
227955238,194339392,19030621
226861480,13225103,19030621
226861480,189739253,19030621
226861480,9995398,19030621
226861480,196054977,19030621
226861480,159628492,19030621
226209488,13225103,19030621
226209488,189739253,19030621
226209488,9995398,19030621
226209488,87644532,19030621
243610579,223260232,19997487
243610579,82204922,19997487
243610579,231983102,19997487
243610579,183687063,19997487
243610579,19147021,19997487
243610579,203244569,19997487
243610579,208732641,19997487
243610579,217458895,19997487
243610579,220377003,19997487
243610579,37854602,19997487
243610579,232598647,19997487
243610579,12307860,19997487
243610579,182372032,19997487
243610579,183038426,19997487
243610579,197424987,19997487
243610579,172429262,19997487
243610579,191272189,19997487
243610579,217015446,19997487
243610579,239513469,19997487
243610579,229916388,19997487
243610579,11288886,19997487
243610579,231160817,19997487
243610579,71851852,19997487
243610579,238149427,19997487
243610579,231779693,19997487
243610579,206258071,19997487
243906325,80711212,19997487
243906325,233590417,19997487
243906325,82204922,19997487
243906325,183687063,19997487
243906325,19147021,19997487
243906325,203244569,19997487
243906325,220377003,19997487
243906325,232733652,19997487
243906325,10781436,19997487
243906325,148050462,19997487
243906325,222906709,19997487
243906325,182372032,19997487
243906325,183038426,19997487
243906325,197424987,19997487
243906325,208569099,19997487
243906325,125459442,19997487
243906325,199209760,19997487
243906325,71851852,19997487
243906325,206258071,19997487
242427468,220614626,19997487
242427468,82204922,19997487
242427468,148050462,19997487
242427468,238780733,19997487
242427468,206258071,19997487
242931025,83732652,19997487
242931025,233590417,19997487
242931025,209743119,19997487
242931025,82204922,19997487
242931025,228333614,19997487
242931025,230179591,19997487
242931025,7534345,19997487
242931025,204671827,19997487
242931025,37854602,19997487
242931025,12307860,19997487
242931025,222906709,19997487
242931025,197424987,19997487
242931025,217015446,19997487
242931025,236163083,19997487
242931025,5010820,19997487
242931025,229362387,19997487
242931025,184389351,19997487
242931025,138867992,19997487
242931025,206258071,19997487
242931025,183535235,19997487
242563591,82204922,19997487
242563591,73578712,19997487
242563591,139669252,19997487
242563591,233601566,19997487
242563591,129003472,19997487
242563591,7534345,19997487
242563591,148050462,19997487
242563591,232598647,19997487
242563591,12307860,19997487
242563591,71854632,19997487
242563591,217015446,19997487
242563591,210326556,19997487
242563591,229362387,19997487
242563591,184389351,19997487
242563591,235474428,19997487
242563591,184028419,19997487
242563591,183564319,19997487
242563591,225287724,19997487
242563591,129133182,19997487
242563591,138867992,19997487
242563591,206258071,19997487
242174886,234324964,19997487
242174886,82204922,19997487
242174886,73578712,19997487
242174886,183687063,19997487
242174886,216892372,19997487
242174886,139669252,19997487
242174886,191331106,19997487
242174886,7534345,19997487
242174886,93428882,19997487
242174886,232598647,19997487
242174886,12307860,19997487
242174886,182372032,19997487
242174886,71854632,19997487
242174886,225412049,19997487
242174886,210326556,19997487
242174886,184389351,19997487
242174886,225188047,19997487
242174886,233693712,19997487
242174886,211551769,19997487
242174886,138867992,19997487
242174886,206258071,19997487
241841772,192623642,19997487
241841772,82204922,19997487
241841772,203244569,19997487
241841772,216892372,19997487
241841772,139669252,19997487
241841772,232598647,19997487
241841772,12307860,19997487
241841772,33016112,19997487
241841772,71854632,19997487
241841772,217015446,19997487
241841772,184389351,19997487
241841772,128117352,19997487
241841772,9800543,19997487
241841772,233090389,19997487
241841772,218287357,19997487
241841772,211551769,19997487
241532806,11872972,19997487
241532806,217955705,19997487
241532806,82204922,19997487
241532806,73578712,19997487
241532806,230185128,19997487
241532806,203244569,19997487
241532806,152606552,19997487
241532806,139669252,19997487
241532806,228533008,19997487
241532806,93428882,19997487
241532806,12307860,19997487
241532806,229914179,19997487
241532806,23229581,19997487
241532806,225488721,19997487
241532806,218287357,19997487
241532806,9648429,19997487
241532806,138867992,19997487
241532806,207118547,19997487
241532806,206258071,19997487
240691194,223260232,19997487
240691194,82204922,19997487
240691194,73578712,19997487
240691194,203244569,19997487
240691194,139669252,19997487
240691194,230814910,19997487
240691194,7534345,19997487
240691194,148050462,19997487
240691194,93428882,19997487
240691194,206542079,19997487
240691194,12307860,19997487
240691194,183564319,19997487
240488340,82204922,19997487
240488340,73578712,19997487
240488340,203244569,19997487
240488340,139669252,19997487
240488340,7534345,19997487
240488340,12307860,19997487
240488340,212764291,19997487
240488340,225412049,19997487
240488340,17177591,19997487
240488340,218287357,19997487
240488340,138867992,19997487
240488340,207118547,19997487
240488340,206258071,19997487
240488340,229046254,19997487
240169862,82204922,19997487
240169862,203244569,19997487
240169862,211626236,19997487
240169862,7534345,19997487
240169862,191272189,19997487
240169862,229046254,19997487
239403456,223260232,19997487
239403456,82204922,19997487
239403456,211626236,19997487
239403456,4169858,19997487
239403456,128117352,19997487
239403456,183564319,19997487
239403456,9648429,19997487
239403456,227400254,19997487
239403456,206258071,19997487
239420776,82204922,19997487
239420776,216892372,19997487
239420776,139669252,19997487
239420776,211626236,19997487
239420776,222807300,19997487
239420776,206542079,19997487
239420776,207198134,19997487
239420776,185870499,19997487
239420776,101608842,19997487
239420776,219727625,19997487
239420776,218287357,19997487
239420776,222281847,19997487
239420776,10560415,19997487
239420776,227400254,19997487
239420776,220705747,19997487
239071192,82204922,19997487
239071192,139669252,19997487
239071192,211626236,19997487
239071192,148050462,19997487
238610519,65072762,19997487
238610519,223260232,19997487
238610519,82204922,19997487
238610519,139669252,19997487
238610519,211626236,19997487
238610519,7534345,19997487
238610519,204237509,19997487
238610519,9448133,19997487
238610519,198073317,19997487
238610519,103456692,19997487
238610519,206258071,19997487
238587155,223260232,19997487
238587155,82204922,19997487
238587155,211626236,19997487
238587155,7534345,19997487
238587155,196325741,19997487
238587155,194719509,19997487
238587155,148050462,19997487
238587155,185870499,19997487
238587155,183564319,19997487
238587155,13766608,19997487
238587155,208048638,19997487
237991806,65072762,19997487
237991806,206481851,19997487
237991806,210836188,19997487
237991806,223260232,19997487
237991806,82204922,19997487
237991806,203244569,19997487
237991806,211626236,19997487
237991806,49850062,19997487
237991806,196325751,19997487
237991806,148050462,19997487
237991806,12307860,19997487
237991806,198073317,19997487
237991806,221374087,19997487
237991806,191272189,19997487
237991806,185870499,19997487
237991806,5010820,19997487
237991806,223687797,19997487
237991806,183564319,19997487
237991806,9648429,19997487
237991806,13766608,19997487
237991806,220705747,19997487
237991806,206258071,19997487
237992186,206481851,19997487
237992186,208976164,19997487
237992186,223260232,19997487
237992186,82204922,19997487
237992186,203244569,19997487
237992186,7534345,19997487
237992186,9448133,19997487
237992186,209223183,19997487
237992186,216466935,19997487
237992186,207198134,19997487
237992186,200487104,19997487
237992186,191272189,19997487
237992186,183564319,19997487
237992186,206258071,19997487
237992186,208048638,19997487
237638595,210836188,19997487
237638595,82204922,19997487
237638595,203244569,19997487
237638595,211626236,19997487
237638595,7534345,19997487
237638595,9448133,19997487
237638595,148050462,19997487
237638595,12307860,19997487
237638595,71854632,19997487
237638595,60195472,19997487
237638595,207560857,19997487
237638595,183564319,19997487
237638595,220705747,19997487
237638595,138867992,19997487
237638595,208048638,19997487
237248907,218869837,19997487
237248907,220624758,19997487
237248907,82204922,19997487
237248907,203244569,19997487
237248907,211626236,19997487
237248907,7534345,19997487
237248907,9986685,19997487
237248907,9448133,19997487
237248907,209223183,19997487
237248907,194719509,19997487
237248907,148050462,19997487
237248907,85547452,19997487
237248907,217253373,19997487
237248907,71854632,19997487
237248907,207560857,19997487
237248907,52175782,19997487
237248907,199539610,19997487
237248907,206258071,19997487
236659556,14948621,19997487
236659556,82204922,19997487
236659556,203244569,19997487
236659556,7534345,19997487
236659556,9448133,19997487
236659556,209223183,19997487
236659556,194719509,19997487
236659556,206542079,19997487
236659556,211585840,19997487
236659556,207198134,19997487
236659556,189900217,19997487
236659556,194426354,19997487
236659556,191272189,19997487
236659556,185870499,19997487
236659556,204727318,19997487
236659556,198128679,19997487
236659556,187904554,19997487
236659556,219727625,19997487
236659556,194027075,19997487
236659556,206258071,19997487
236349556,82204922,19997487
236349556,203244569,19997487
236349556,211626236,19997487
236349556,7534345,19997487
236349556,210614410,19997487
236349556,9448133,19997487
236349556,194719509,19997487
236349556,212936502,19997487
236349556,189900217,19997487
236349556,114279782,19997487
236349556,211778965,19997487
236349556,44882152,19997487
236349556,50540702,19997487
236349556,217829252,19997487
236349556,191272189,19997487
236349556,204727318,19997487
236349556,216550429,19997487
236349556,175300482,19997487
236349556,52175782,19997487
236349556,183564319,19997487
236349556,199539610,19997487
236349556,216962893,19997487
236349556,206258071,19997487
236010504,217955705,19997487
236010504,211277827,19997487
236010504,14948621,19997487
236010504,82204922,19997487
