event_id,member_id,group_id
wnbpkmywdbgb,197580884,21651228
243942299,235919891,26159186
243942299,10391989,26159186
243942299,194165519,26159186
243942299,9313723,26159186
244492876,60992172,25856788
244492876,191709519,25856788
244322390,191709519,25856788
243916863,191709519,25856788
243916863,3246917,25856788
243406210,227480320,25718653
243406210,222487532,25718653
243637412,227480320,25718653
243392954,227480320,25718653
243190553,227480320,25718653
243190553,171095192,25718653
243190553,214899808,25718653
244125517,217055526,21245706
242338932,217055526,21245706
237142654,217055526,21245706
237142654,61821252,21245706
238411140,629372,21390741
238411140,188988997,21390741
237329385,128461512,21390741
237329385,629372,21390741
237329385,188988997,21390741
237162810,128461512,21390741
237162810,629372,21390741
237162810,209013189,21390741
237162810,188988997,21390741
241401020,10740348,24860224
241401020,226903957,24860224
241401020,228261135,24860224
243132124,207791170,25717087
243132124,235428814,25717087
243132124,226369649,25717087
243132124,190791617,25717087
243132124,13050124,25717087
240296962,153660532,24034447
240296962,229575720,24034447
240296962,177235402,24034447
243775803,7939685,25115699
243775803,220443481,25115699
243775803,89446912,25115699
243775803,238006981,25115699
243775803,236840884,25115699
243775803,236820716,25115699
fqspvnywnbhc,13385553,26090658
fqspvnywnbhc,220540112,26090658
fqspvnywnbhc,222657420,26090658
fqspvnywnbhc,186934449,26090658
fqspvnywnbhc,232241567,26090658
fqspvnywnbxb,13385553,26090658
fqspvnywnbxb,220540112,26090658
fqspvnywnbxb,222657420,26090658
fqspvnywnbxb,186934449,26090658
fqspvnywnbxb,9470306,26090658
fqspvnywnbpb,13385553,26090658
fqspvnywnbpb,220540112,26090658
fqspvnywnbpb,237816521,26090658
fqspvnywnbpb,237803257,26090658
fqspvnywnbpb,232241567,26090658
sddfvnywnbgb,13385553,26090658
sddfvnywnbgb,220540112,26090658
sddfvnywnbgb,237816521,26090658
sddfvnywnbgb,186934449,26090658
sddfvnywnbgb,12131688,26090658
242797674,200327442,19496778
242797674,199072232,19496778
242797674,199210779,19496778
242797792,200327442,19496778
242797792,199072232,19496778
242797792,204360367,19496778
241687663,199072232,19496778
241687663,203780489,19496778
